in_ptr,in_v1,in_v2,in_v3,in_v4,in_v5,in_v6,in_v7,in_v8,in_v9,in_v10,in_v11,in_v12,in_v13,in_v14,in_v15,in_v16,out_ptr,out_v1,out_v2,out_v3,out_v4,out_v5,out_v6,out_v7,out_v8,out_v9,out_v10,out_v11,out_v12,out_v13,out_v14,out_v15,out_v16
2,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,42,18,91,49,85,49,43,4,28,41,66,0,0,0,0,0,10,42,18,91,49,85,49,43,4,28,41,0,0,0,0,0,0
8,94,15,25,27,80,30,40,24,0,0,0,0,0,0,0,0,7,94,15,25,27,80,30,40,0,0,0,0,0,0,0,0,0
15,89,80,91,2,39,17,10,93,41,20,49,18,55,34,2,0,14,89,80,91,2,39,17,10,93,41,20,49,18,55,34,0,0
9,55,87,56,52,71,25,87,68,26,0,0,0,0,0,0,0,8,55,87,56,52,71,25,87,68,0,0,0,0,0,0,0,0
10,77,70,18,73,31,82,21,9,54,85,0,0,0,0,0,0,9,77,70,18,73,31,82,21,9,54,0,0,0,0,0,0,0
3,87,89,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,49,55,47,1,8,56,2,41,0,0,0,0,0,0,0,8,17,49,55,47,1,8,56,2,0,0,0,0,0,0,0,0
15,22,57,54,71,70,98,68,7,71,92,60,65,29,81,37,0,14,22,57,54,71,70,98,68,7,71,92,60,65,29,81,0,0
10,60,40,96,84,34,52,75,91,90,18,0,0,0,0,0,0,9,60,40,96,84,34,52,75,91,90,0,0,0,0,0,0,0
7,96,60,15,76,74,43,31,0,0,0,0,0,0,0,0,0,6,96,60,15,76,74,43,0,0,0,0,0,0,0,0,0,0
1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,42,65,94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,66,38,6,44,100,88,89,0,0,0,0,0,0,0,0,0,6,66,38,6,44,100,88,0,0,0,0,0,0,0,0,0,0
3,32,82,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,28,97,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,2,76,7,45,25,69,30,61,62,35,2,95,0,0,0,12,12,2,76,7,45,25,69,30,61,62,35,2,0,0,0,0
4,26,1,77,11,0,0,0,0,0,0,0,0,0,0,0,0,3,26,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,30,63,9,59,0,0,0,0,0,0,0,0,0,0,0,4,23,30,63,9,0,0,0,0,0,0,0,0,0,0,0,0
2,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,32,51,67,4,45,48,85,3,49,0,0,0,0,0,0,0,8,32,51,67,4,45,48,85,3,0,0,0,0,0,0,0,0
13,3,60,90,1,37,5,4,22,46,37,24,43,18,0,0,0,12,3,60,90,1,37,5,4,22,46,37,24,43,0,0,0,0
11,88,53,26,96,40,32,62,88,65,5,22,0,0,0,0,0,10,88,53,26,96,40,32,62,88,65,5,0,0,0,0,0,0
10,45,55,80,70,6,29,97,72,40,69,0,0,0,0,0,0,9,45,55,80,70,6,29,97,72,40,0,0,0,0,0,0,0
7,47,82,14,95,97,37,13,0,0,0,0,0,0,0,0,0,6,47,82,14,95,97,37,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,34,86,89,85,37,0,0,0,0,0,0,0,0,0,0,0,4,34,86,89,85,0,0,0,0,0,0,0,0,0,0,0,0
12,90,38,87,70,81,40,82,92,79,65,82,75,0,0,0,0,11,90,38,87,70,81,40,82,92,79,65,82,0,0,0,0,0
7,78,52,10,11,67,81,21,0,0,0,0,0,0,0,0,0,6,78,52,10,11,67,81,0,0,0,0,0,0,0,0,0,0
9,55,74,87,80,46,58,43,27,28,0,0,0,0,0,0,0,8,55,74,87,80,46,58,43,27,0,0,0,0,0,0,0,0
16,66,78,32,6,42,59,25,14,77,61,72,55,24,65,99,12,15,66,78,32,6,42,59,25,14,77,61,72,55,24,65,99,0
2,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51,67,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,28,39,2,98,37,81,41,34,66,47,30,85,0,0,0,0,11,28,39,2,98,37,81,41,34,66,47,30,0,0,0,0,0
3,95,78,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,34,70,30,37,17,0,0,0,0,0,0,0,0,0,0,0,4,34,70,30,37,0,0,0,0,0,0,0,0,0,0,0,0
16,65,27,78,64,68,74,21,65,49,24,86,22,13,90,16,48,15,65,27,78,64,68,74,21,65,49,24,86,22,13,90,16,0
3,38,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,45,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30,21,32,58,30,51,14,53,81,40,12,81,38,67,0,0,13,30,21,32,58,30,51,14,53,81,40,12,81,38,0,0,0
15,7,92,74,24,23,24,63,49,98,58,20,71,76,28,7,0,14,7,92,74,24,23,24,63,49,98,58,20,71,76,28,0,0
7,67,75,17,76,59,46,80,0,0,0,0,0,0,0,0,0,6,67,75,17,76,59,46,0,0,0,0,0,0,0,0,0,0
11,2,44,13,79,36,2,12,10,59,86,29,0,0,0,0,0,10,2,44,13,79,36,2,12,10,59,86,0,0,0,0,0,0
15,40,87,35,39,6,22,71,42,16,99,88,65,95,49,44,0,14,40,87,35,39,6,22,71,42,16,99,88,65,95,49,0,0
7,62,38,68,76,9,14,49,0,0,0,0,0,0,0,0,0,6,62,38,68,76,9,14,0,0,0,0,0,0,0,0,0,0
4,46,59,45,85,0,0,0,0,0,0,0,0,0,0,0,0,3,46,59,45,0,0,0,0,0,0,0,0,0,0,0,0,0
15,36,4,48,5,8,7,44,77,23,32,94,57,7,62,13,0,14,36,4,48,5,8,7,44,77,23,32,94,57,7,62,0,0
14,63,77,69,34,29,62,45,58,3,79,15,94,17,21,0,0,13,63,77,69,34,29,62,45,58,3,79,15,94,17,0,0,0
12,76,33,43,94,37,19,96,10,60,72,94,42,0,0,0,0,11,76,33,43,94,37,19,96,10,60,72,94,0,0,0,0,0
10,75,30,52,88,31,88,85,15,61,94,0,0,0,0,0,0,9,75,30,52,88,31,88,85,15,61,0,0,0,0,0,0,0
9,37,45,65,17,40,87,45,8,45,0,0,0,0,0,0,0,8,37,45,65,17,40,87,45,8,0,0,0,0,0,0,0,0
12,91,14,97,84,5,46,32,33,69,23,94,53,0,0,0,0,11,91,14,97,84,5,46,32,33,69,23,94,0,0,0,0,0
5,14,21,92,5,91,0,0,0,0,0,0,0,0,0,0,0,4,14,21,92,5,0,0,0,0,0,0,0,0,0,0,0,0
5,60,98,7,69,54,0,0,0,0,0,0,0,0,0,0,0,4,60,98,7,69,0,0,0,0,0,0,0,0,0,0,0,0
16,89,16,46,8,57,29,48,70,38,59,6,3,85,10,70,1,15,89,16,46,8,57,29,48,70,38,59,6,3,85,10,70,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,26,43,24,79,80,70,94,50,43,87,0,0,0,0,0,0,9,26,43,24,79,80,70,94,50,43,0,0,0,0,0,0,0
9,16,46,76,99,94,75,70,11,2,0,0,0,0,0,0,0,8,16,46,76,99,94,75,70,11,0,0,0,0,0,0,0,0
7,25,33,10,38,37,89,91,0,0,0,0,0,0,0,0,0,6,25,33,10,38,37,89,0,0,0,0,0,0,0,0,0,0
9,57,32,25,2,18,83,58,20,82,0,0,0,0,0,0,0,8,57,32,25,2,18,83,58,20,0,0,0,0,0,0,0,0
4,88,83,80,23,0,0,0,0,0,0,0,0,0,0,0,0,3,88,83,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,52,86,66,97,0,0,0,0,0,0,0,0,0,0,0,0,3,52,86,66,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24,9,100,6,20,65,63,71,61,56,0,0,0,0,0,0,9,24,9,100,6,20,65,63,71,61,0,0,0,0,0,0,0
13,38,55,47,61,27,79,47,28,17,18,90,40,45,0,0,0,12,38,55,47,61,27,79,47,28,17,18,90,40,0,0,0,0
10,68,48,67,27,80,81,60,97,36,42,0,0,0,0,0,0,9,68,48,67,27,80,81,60,97,36,0,0,0,0,0,0,0
10,83,32,95,66,78,16,73,68,68,63,0,0,0,0,0,0,9,83,32,95,66,78,16,73,68,68,0,0,0,0,0,0,0
7,52,56,100,44,85,40,19,0,0,0,0,0,0,0,0,0,6,52,56,100,44,85,40,0,0,0,0,0,0,0,0,0,0
12,69,77,85,18,5,69,37,61,6,60,80,4,0,0,0,0,11,69,77,85,18,5,69,37,61,6,60,80,0,0,0,0,0
12,84,64,81,12,92,92,11,18,95,16,19,33,0,0,0,0,11,84,64,81,12,92,92,11,18,95,16,19,0,0,0,0,0
16,11,33,86,13,83,57,62,44,33,6,41,23,46,59,84,11,15,11,33,86,13,83,57,62,44,33,6,41,23,46,59,84,0
1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,53,57,89,42,53,86,85,49,0,0,0,0,0,0,0,8,2,53,57,89,42,53,86,85,0,0,0,0,0,0,0,0
14,58,91,11,65,55,20,34,66,69,57,18,4,5,23,0,0,13,58,91,11,65,55,20,34,66,69,57,18,4,5,0,0,0
14,87,73,80,21,91,81,48,14,2,6,31,12,71,81,0,0,13,87,73,80,21,91,81,48,14,2,6,31,12,71,0,0,0
16,58,50,85,98,72,80,22,71,58,59,78,82,54,74,90,59,15,58,50,85,98,72,80,22,71,58,59,78,82,54,74,90,0
12,83,68,59,91,31,97,82,92,84,14,48,70,0,0,0,0,11,83,68,59,91,31,97,82,92,84,14,48,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,70,75,94,26,51,49,99,64,0,0,0,0,0,0,0,0,7,70,75,94,26,51,49,99,0,0,0,0,0,0,0,0,0
14,70,18,33,75,20,65,94,69,83,32,77,63,82,24,0,0,13,70,18,33,75,20,65,94,69,83,32,77,63,82,0,0,0
5,88,90,75,17,96,0,0,0,0,0,0,0,0,0,0,0,4,88,90,75,17,0,0,0,0,0,0,0,0,0,0,0,0
13,65,62,96,38,54,87,94,64,54,22,14,56,82,0,0,0,12,65,62,96,38,54,87,94,64,54,22,14,56,0,0,0,0
4,7,8,31,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0
8,70,5,9,55,86,31,35,13,0,0,0,0,0,0,0,0,7,70,5,9,55,86,31,35,0,0,0,0,0,0,0,0,0
4,59,38,47,32,0,0,0,0,0,0,0,0,0,0,0,0,3,59,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0
7,49,16,14,89,72,47,65,0,0,0,0,0,0,0,0,0,6,49,16,14,89,72,47,0,0,0,0,0,0,0,0,0,0
6,61,86,48,57,40,37,0,0,0,0,0,0,0,0,0,0,5,61,86,48,57,40,0,0,0,0,0,0,0,0,0,0,0
13,11,26,24,97,95,13,62,22,88,2,67,64,100,0,0,0,12,11,26,24,97,95,13,62,22,88,2,67,64,0,0,0,0
11,29,82,31,73,8,52,91,87,9,60,87,0,0,0,0,0,10,29,82,31,73,8,52,91,87,9,60,0,0,0,0,0,0
3,89,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,78,41,34,48,22,51,58,63,35,29,34,0,0,0,0,0,10,78,41,34,48,22,51,58,63,35,29,0,0,0,0,0,0
2,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,83,8,50,36,66,54,40,20,74,36,89,5,12,84,0,0,13,83,8,50,36,66,54,40,20,74,36,89,5,12,0,0,0
15,17,45,76,3,75,55,17,69,10,44,64,61,27,27,42,0,14,17,45,76,3,75,55,17,69,10,44,64,61,27,27,0,0
2,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,86,10,82,78,45,91,29,28,33,65,0,0,0,0,0,0,9,86,10,82,78,45,91,29,28,33,0,0,0,0,0,0,0
8,70,65,20,77,28,59,23,94,0,0,0,0,0,0,0,0,7,70,65,20,77,28,59,23,0,0,0,0,0,0,0,0,0
7,10,23,91,37,61,55,80,0,0,0,0,0,0,0,0,0,6,10,23,91,37,61,55,0,0,0,0,0,0,0,0,0,0
5,33,19,67,22,43,0,0,0,0,0,0,0,0,0,0,0,4,33,19,67,22,0,0,0,0,0,0,0,0,0,0,0,0
8,51,1,8,10,70,69,54,94,0,0,0,0,0,0,0,0,7,51,1,8,10,70,69,54,0,0,0,0,0,0,0,0,0
4,52,11,12,22,0,0,0,0,0,0,0,0,0,0,0,0,3,52,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0
6,71,29,46,24,19,20,0,0,0,0,0,0,0,0,0,0,5,71,29,46,24,19,0,0,0,0,0,0,0,0,0,0,0
3,44,17,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,27,66,100,95,94,38,7,48,19,96,32,39,96,21,0,0,13,27,66,100,95,94,38,7,48,19,96,32,39,96,0,0,0
15,17,62,49,95,10,16,57,49,13,53,43,87,91,87,81,0,14,17,62,49,95,10,16,57,49,13,53,43,87,91,87,0,0
15,89,30,76,83,19,21,57,74,69,100,73,28,9,11,3,0,14,89,30,76,83,19,21,57,74,69,100,73,28,9,11,0,0
15,40,35,96,31,39,47,71,19,94,83,95,70,3,80,48,0,14,40,35,96,31,39,47,71,19,94,83,95,70,3,80,0,0
3,12,23,74,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,58,53,86,89,47,35,29,15,68,76,98,39,60,48,0,0,13,58,53,86,89,47,35,29,15,68,76,98,39,60,0,0,0
16,98,93,48,3,65,29,17,58,26,90,81,16,38,26,13,13,15,98,93,48,3,65,29,17,58,26,90,81,16,38,26,13,0
7,25,52,23,49,1,65,9,0,0,0,0,0,0,0,0,0,6,25,52,23,49,1,65,0,0,0,0,0,0,0,0,0,0
11,24,22,20,86,90,45,55,77,74,80,59,0,0,0,0,0,10,24,22,20,86,90,45,55,77,74,80,0,0,0,0,0,0
2,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,36,79,85,64,43,52,49,49,0,0,0,0,0,0,0,0,7,36,79,85,64,43,52,49,0,0,0,0,0,0,0,0,0
1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,90,65,83,30,83,95,72,9,51,27,0,0,0,0,0,0,9,90,65,83,30,83,95,72,9,51,0,0,0,0,0,0,0
5,49,98,60,16,49,0,0,0,0,0,0,0,0,0,0,0,4,49,98,60,16,0,0,0,0,0,0,0,0,0,0,0,0
4,50,46,43,68,0,0,0,0,0,0,0,0,0,0,0,0,3,50,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,12,80,56,1,23,37,14,91,32,0,0,0,0,0,0,9,4,12,80,56,1,23,37,14,91,0,0,0,0,0,0,0
12,98,65,13,35,27,34,17,57,40,77,97,84,0,0,0,0,11,98,65,13,35,27,34,17,57,40,77,97,0,0,0,0,0
14,80,41,47,6,24,75,58,57,39,59,80,4,45,31,0,0,13,80,41,47,6,24,75,58,57,39,59,80,4,45,0,0,0
16,34,1,45,38,3,68,19,53,90,20,3,68,8,58,57,12,15,34,1,45,38,3,68,19,53,90,20,3,68,8,58,57,0
14,6,94,48,21,85,44,12,33,89,40,44,39,29,24,0,0,13,6,94,48,21,85,44,12,33,89,40,44,39,29,0,0,0
11,4,19,85,40,56,71,68,7,72,47,45,0,0,0,0,0,10,4,19,85,40,56,71,68,7,72,47,0,0,0,0,0,0
15,28,85,80,15,64,18,78,91,86,27,33,85,98,9,41,0,14,28,85,80,15,64,18,78,91,86,27,33,85,98,9,0,0
9,98,12,94,16,44,77,1,95,90,0,0,0,0,0,0,0,8,98,12,94,16,44,77,1,95,0,0,0,0,0,0,0,0
8,87,44,93,46,45,93,22,69,0,0,0,0,0,0,0,0,7,87,44,93,46,45,93,22,0,0,0,0,0,0,0,0,0
12,81,71,71,9,18,74,72,27,41,83,45,76,0,0,0,0,11,81,71,71,9,18,74,72,27,41,83,45,0,0,0,0,0
2,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,58,90,20,46,93,42,56,23,54,67,54,74,30,81,82,2,15,58,90,20,46,93,42,56,23,54,67,54,74,30,81,82,0
15,40,100,75,14,25,42,11,35,5,90,55,32,41,19,49,0,14,40,100,75,14,25,42,11,35,5,90,55,32,41,19,0,0
2,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,48,34,39,25,80,31,96,95,23,29,64,97,65,0,0,0,12,48,34,39,25,80,31,96,95,23,29,64,97,0,0,0,0
7,1,4,1,61,3,16,100,0,0,0,0,0,0,0,0,0,6,1,4,1,61,3,16,0,0,0,0,0,0,0,0,0,0
4,16,94,44,41,0,0,0,0,0,0,0,0,0,0,0,0,3,16,94,44,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,68,62,64,66,91,4,77,1,6,0,0,0,0,0,0,9,10,68,62,64,66,91,4,77,1,0,0,0,0,0,0,0
11,98,14,32,36,31,17,29,48,86,36,99,0,0,0,0,0,10,98,14,32,36,31,17,29,48,86,36,0,0,0,0,0,0
12,39,88,37,4,76,67,53,60,89,2,14,25,0,0,0,0,11,39,88,37,4,76,67,53,60,89,2,14,0,0,0,0,0
9,12,87,96,25,2,68,63,69,66,0,0,0,0,0,0,0,8,12,87,96,25,2,68,63,69,0,0,0,0,0,0,0,0
8,19,40,47,30,31,71,19,71,0,0,0,0,0,0,0,0,7,19,40,47,30,31,71,19,0,0,0,0,0,0,0,0,0
14,59,47,56,60,22,84,70,60,37,51,71,5,24,56,0,0,13,59,47,56,60,22,84,70,60,37,51,71,5,24,0,0,0
16,94,26,32,45,33,55,57,7,49,51,11,71,21,10,48,35,15,94,26,32,45,33,55,57,7,49,51,11,71,21,10,48,0
2,79,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,65,94,81,68,44,77,32,0,0,0,0,0,0,0,0,0,6,65,94,81,68,44,77,0,0,0,0,0,0,0,0,0,0
5,34,22,16,35,17,0,0,0,0,0,0,0,0,0,0,0,4,34,22,16,35,0,0,0,0,0,0,0,0,0,0,0,0
8,56,2,50,81,89,94,30,33,0,0,0,0,0,0,0,0,7,56,2,50,81,89,94,30,0,0,0,0,0,0,0,0,0
5,37,3,85,60,49,0,0,0,0,0,0,0,0,0,0,0,4,37,3,85,60,0,0,0,0,0,0,0,0,0,0,0,0
4,33,35,35,18,0,0,0,0,0,0,0,0,0,0,0,0,3,33,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12,77,90,2,42,1,100,93,31,65,71,59,60,0,0,0,0,11,77,90,2,42,1,100,93,31,65,71,59,0,0,0,0,0
12,27,17,67,7,100,50,86,2,96,73,89,83,0,0,0,0,11,27,17,67,7,100,50,86,2,96,73,89,0,0,0,0,0
9,30,43,44,75,12,35,34,35,5,0,0,0,0,0,0,0,8,30,43,44,75,12,35,34,35,0,0,0,0,0,0,0,0
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,50,75,95,60,71,53,79,3,55,61,22,87,89,29,86,0,14,50,75,95,60,71,53,79,3,55,61,22,87,89,29,0,0
14,73,78,41,44,90,53,13,29,34,44,2,53,81,89,0,0,13,73,78,41,44,90,53,13,29,34,44,2,53,81,0,0,0
11,47,56,58,18,90,97,60,50,31,67,59,0,0,0,0,0,10,47,56,58,18,90,97,60,50,31,67,0,0,0,0,0,0
16,13,11,10,87,7,42,4,81,76,3,26,64,20,61,11,45,15,13,11,10,87,7,42,4,81,76,3,26,64,20,61,11,0
14,38,47,38,81,56,72,65,41,81,64,35,46,2,76,0,0,13,38,47,38,81,56,72,65,41,81,64,35,46,2,0,0,0
7,12,68,17,43,63,94,66,0,0,0,0,0,0,0,0,0,6,12,68,17,43,63,94,0,0,0,0,0,0,0,0,0,0
13,20,27,22,87,73,17,72,73,70,92,93,77,49,0,0,0,12,20,27,22,87,73,17,72,73,70,92,93,77,0,0,0,0
10,97,77,70,63,14,9,46,39,6,12,0,0,0,0,0,0,9,97,77,70,63,14,9,46,39,6,0,0,0,0,0,0,0
5,72,99,65,25,65,0,0,0,0,0,0,0,0,0,0,0,4,72,99,65,25,0,0,0,0,0,0,0,0,0,0,0,0
3,63,74,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,73,71,33,28,11,84,47,48,16,0,0,0,0,0,0,0,8,73,71,33,28,11,84,47,48,0,0,0,0,0,0,0,0
1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,91,69,4,29,27,23,55,38,99,100,0,0,0,0,0,0,9,91,69,4,29,27,23,55,38,99,0,0,0,0,0,0,0
8,95,52,7,24,100,44,57,71,0,0,0,0,0,0,0,0,7,95,52,7,24,100,44,57,0,0,0,0,0,0,0,0,0
11,69,100,16,11,11,35,26,74,20,51,80,0,0,0,0,0,10,69,100,16,11,11,35,26,74,20,51,0,0,0,0,0,0
10,33,77,53,39,77,89,47,64,53,47,0,0,0,0,0,0,9,33,77,53,39,77,89,47,64,53,0,0,0,0,0,0,0
2,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,83,49,17,32,0,0,0,0,0,0,0,0,0,0,0,0,3,83,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0
5,37,22,31,35,61,0,0,0,0,0,0,0,0,0,0,0,4,37,22,31,35,0,0,0,0,0,0,0,0,0,0,0,0
15,54,61,47,50,93,6,86,65,31,43,5,70,46,2,100,0,14,54,61,47,50,93,6,86,65,31,43,5,70,46,2,0,0
15,64,60,84,49,63,98,57,17,1,20,57,12,72,89,36,0,14,64,60,84,49,63,98,57,17,1,20,57,12,72,89,0,0
14,14,41,50,81,97,58,51,67,94,98,95,85,7,2,0,0,13,14,41,50,81,97,58,51,67,94,98,95,85,7,0,0,0
6,95,31,76,12,54,46,0,0,0,0,0,0,0,0,0,0,5,95,31,76,12,54,0,0,0,0,0,0,0,0,0,0,0
4,32,50,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,32,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,90,7,36,19,66,66,1,51,50,44,2,45,35,31,0,0,13,90,7,36,19,66,66,1,51,50,44,2,45,35,0,0,0
5,73,47,96,76,48,0,0,0,0,0,0,0,0,0,0,0,4,73,47,96,76,0,0,0,0,0,0,0,0,0,0,0,0
14,9,85,37,24,38,67,98,42,32,18,93,28,71,26,0,0,13,9,85,37,24,38,67,98,42,32,18,93,28,71,0,0,0
1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,89,32,40,3,91,73,0,0,0,0,0,0,0,0,0,0,5,89,32,40,3,91,0,0,0,0,0,0,0,0,0,0,0
15,76,44,66,87,66,88,34,48,22,61,42,4,83,14,95,0,14,76,44,66,87,66,88,34,48,22,61,42,4,83,14,0,0
3,16,68,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,58,84,86,43,80,37,67,28,36,16,9,9,84,0,0,0,12,58,84,86,43,80,37,67,28,36,16,9,9,0,0,0,0
7,79,22,86,57,95,41,9,0,0,0,0,0,0,0,0,0,6,79,22,86,57,95,41,0,0,0,0,0,0,0,0,0,0
3,64,88,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,72,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,52,23,98,90,0,0,0,0,0,0,0,0,0,0,0,4,5,52,23,98,0,0,0,0,0,0,0,0,0,0,0,0
6,30,58,18,4,34,20,0,0,0,0,0,0,0,0,0,0,5,30,58,18,4,34,0,0,0,0,0,0,0,0,0,0,0
1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,55,96,86,46,18,0,0,0,0,0,0,0,0,0,0,0,4,55,96,86,46,0,0,0,0,0,0,0,0,0,0,0,0
13,98,8,56,24,40,52,22,93,31,100,92,28,77,0,0,0,12,98,8,56,24,40,52,22,93,31,100,92,28,0,0,0,0
11,88,3,33,1,79,18,78,3,67,9,83,0,0,0,0,0,10,88,3,33,1,79,18,78,3,67,9,0,0,0,0,0,0
9,20,33,56,25,38,25,70,95,72,0,0,0,0,0,0,0,8,20,33,56,25,38,25,70,95,0,0,0,0,0,0,0,0
13,79,65,13,81,77,84,1,41,73,53,22,36,68,0,0,0,12,79,65,13,81,77,84,1,41,73,53,22,36,0,0,0,0
7,68,18,86,30,10,32,83,0,0,0,0,0,0,0,0,0,6,68,18,86,30,10,32,0,0,0,0,0,0,0,0,0,0
6,73,100,83,59,64,78,0,0,0,0,0,0,0,0,0,0,5,73,100,83,59,64,0,0,0,0,0,0,0,0,0,0,0
6,66,25,1,89,10,78,0,0,0,0,0,0,0,0,0,0,5,66,25,1,89,10,0,0,0,0,0,0,0,0,0,0,0
